user_id,avg_hold,hold_variance,avg_pause,kpm,backspace_rate,stress_level
U07,0.133756994,0.008864857,0.618040771,84.0,0.071428571,
U07,1.553996989,43.91052548,0.401711532,120.0,0.1,
U07,0.115186537,0.00876435,0.248889704,234.0,0.034188034,
U07,0.140097638,0.027710695,0.521674918,47.0,0.106382979,
U07,0.130774582,0.010657439,0.407892359,86.0,0.104651163,
U07,0.23364688,0.774167079,0.285785865,75.0,0.04,
U07,0.244208975,1.654422027,0.521781347,101.0,0.04950495,1.0
U07,0.135921633,0.012276861,0.746754508,20.0,0.05,1.0
U07,0.281939565,1.641655842,0.383429498,140.0,0.035714286,
U07,0.108904937,0.004174445,0.366191333,71.0,0.056338028,
U07,0.091589672,0.00044193,0.854957067,14.0,0.071428571,
U07,0.159039523,0.02294235,0.300939913,28.0,0.142857143,
U07,0.121813178,0.007719678,0.328413719,154.0,0.084415584,
U07,0.361382835,1.353131983,0.40534589,98.0,0.132653061,
U07,0.137496856,0.013674748,0.406759246,137.0,0.01459854,
U07,0.130775232,0.017312061,0.581819483,80.0,0.0625,
U07,0.118007572,0.00482698,0.581555468,81.0,0.086419753,
U07,0.317308153,2.89022391,0.441310214,134.0,0.067164179,2.0
U07,0.116332985,0.003733437,0.863326108,42.0,0.023809524,2.0
U07,0.159762441,0.024785437,0.716780286,39.0,0.102564103,2.0
U07,0.079047382,0.000123079,0.229003112,4.0,0.0,2.0
U07,0.1668430745601654,0.0575509150705894,0.302626249117729,40.0,0.0,
U07,0.119046631849037,0.0059601478005515,0.552316549782441,108.0,0.0277777777777777,
U07,0.1495860853502827,0.0283814364152072,0.453317185810634,71.0,0.0704225352112676,2.0
U07,0.389077378557874,3.1052804446698703,0.343780451510326,84.0,0.1666666666666666,2.0
U07,0.0985180364138838,0.0028450778306414,0.414628127041985,69.0,0.0869565217391304,
U07,0.1117295143651027,0.0023202572566612,0.8452281475067138,51.0,0.196078431372549,
U07,0.1513301134109497,0.0069609223438789,1.855821669101715,5.0,0.2,1.0
U07,0.1907760880210182,0.2055203622489066,0.8375650133405413,22.0,0.0,1.0
U07,0.1109899352578555,0.0027146992014871,0.7964384135077981,18.0,0.2222222222222222,
U07,0.1783952152027803,0.01100282735895,0.3199457228183746,17.0,0.0,
U07,0.1120926856994628,0.0026506799152434,0.1827400922775268,11.0,0.0,3.0
U07,0.1085482250560413,0.0022783774067796,0.3107865802172956,59.0,0.0677966101694915,3.0
U07,0.1179749568303426,0.0006431405563284,2.5973152897574683,12.0,0.0,
U07,0.1647799882021817,0.0375218730151208,1.449139068001195,20.0,0.5,
U07,0.1203749945134292,0.0156264635549256,0.3795341300964355,101.0,0.198019801980198,
U07,0.1184480587641398,0.0008212114506594,1.7377350807189942,6.0,0.0,
U07,0.1096045970916748,0.0014315078585127,2.5488113221668063,22.0,0.0,3.0
U07,0.2598511113060845,0.0774096636473727,0.5031520639147077,43.0,0.4883720930232558,3.0
U07,0.1290479302406311,0.0039348748682748,10.104143063227337,4.0,0.0,2.0
U07,0.1248079935709635,0.0007732345778524,13.603360295295715,3.0,0.0,2.0
U07,0.0806798338890075,0.0004274097244199,0.6253359317779541,5.0,0.0,2.0
U07,0.1411856214205424,0.0049877560088537,0.5367275476455688,13.0,0.0,2.0
U07,0.1118538704785433,0.0029412004670415,0.2110717503920845,24.0,0.0,
U07,1.9081557989120483,5.038533520489196,0.2880984115600586,26.0,0.0,2.0
U07,0.1008289869015033,0.0016098570229358,0.2785580859464757,52.0,0.0576923076923076,2.0
U07,0.0970036387443542,7.836772438096773e-05,0.2988328138987223,4.0,0.0,
U07,0.0977381093161446,0.0014003539860123,0.2070866425832112,70.0,0.0142857142857142,
U07,0.1857715050379435,0.0130372741990719,2.4114586353302,6.0,0.0,
U07,0.0987324118614196,0.0012926315912231,0.3586374918619792,4.0,0.0,1.0
U07,0.1079432639208707,0.0015550656651017,0.2043815567379906,22.0,0.0,1.0
U07,0.1159543480191912,0.0005028711477424,2.5630403665395884,14.0,0.0,
U07,0.1232640266418457,0.001271008489798,1.1283122433556452,10.0,0.0,2.0
U07,0.1575691103935241,0.0002982032440677,0.9257284005482992,4.0,0.0,2.0
U07,0.1063344592139834,0.0015401998859102,1.659673237800598,21.0,0.0,
U07,0.1065857328217605,0.0009340400044261,1.8261141606739588,29.0,0.0344827586206896,
U07,0.1027247905731201,0.0012247000434453,0.9041974652897228,67.0,0.0,
U07,0.1190746625264485,0.0023954924355899,7.841381311416626,5.0,0.0,2.0
U07,0.1181352138519287,0.001421731871892,0.6921989917755127,5.0,0.2,2.0
U07,0.1137627207714578,0.0008618714093543,1.0881413329731335,23.0,0.0434782608695652,2.0
U07,0.2236236425546499,0.1151560010739218,1.4441597557067871,26.0,0.0,2.0
U07,0.1660847928788927,0.0348871772978762,3.474051507314046,16.0,0.5,
U07,0.0900160860508046,0.0015491985859319,0.8361408964116522,48.0,0.0,2.0
U07,0.2357188363869985,0.2059621781064794,0.339417630228503,30.0,0.3,2.0
U07,0.1640908207212175,0.0274963375535287,1.0733660822329314,24.0,0.4583333333333333,
U07,0.1045071861960671,0.0013845122184143,0.2139706090092659,33.0,0.0303030303030303,1.0
U07,0.1233571767807006,0.0026396061821287,1.760272809437343,8.0,0.375,1.0
U07,0.131994746980213,0.0042040142964516,0.6894865870475769,21.0,0.0476190476190476,4.0
U07,0.1442107359568278,0.0001839252477995,0.5803213119506836,3.0,0.0,4.0
U07,0.1353924225787727,0.0176816598728281,0.5846250553925832,49.0,0.0,
U07,0.1731985600789388,0.0338787588899217,0.4545927289166028,80.0,0.15,
U07,0.1166481769691079,0.0028883328323516,0.3244835384960832,59.0,0.0169491525423728,
U07,0.1201261925318884,0.0054261388726562,0.4247077324593714,130.0,0.0923076923076923,
U07,0.1341546376546224,0.0088097578205987,0.4468144949744729,35.0,0.0571428571428571,
U07,0.1350435874041389,0.015993249982223,0.5170627453747918,86.0,0.0348837209302325,
U07,0.9799882329028584,4.616725152059407,0.4168212934702384,120.0,0.225,2.0
U07,0.7154984777623957,9.09697813351926,0.4385583029852973,136.0,0.1617647058823529,2.0
U07,0.5081843429141575,1.34278507779137,0.956200408084052,57.0,0.1228070175438596,
U07,5.687532045223095,91.18331814746487,0.6602556004243738,69.0,0.6811594202898551,
U07,0.1534445807337761,0.0368017908230617,0.5058231663394284,78.0,0.2307692307692307,
U07,0.1245492607355117,0.005971916317621,0.6152447402477265,81.0,0.0987654320987654,
U07,0.1321750349468655,0.0178363638339655,1.036274563182484,56.0,0.0357142857142857,
U07,0.1237242891077409,0.0115190732744605,1.0457581428059362,58.0,0.0,
U07,0.9346382574203912,6.918062260190579,0.4780563173755522,125.0,0.248,3.0
U07,0.1352005004882812,0.0212213576796656,0.7400607202873856,62.0,0.064516129032258,3.0
U07,0.1250793111735376,0.0086910103567885,1.395129680633545,29.0,0.0,
U07,0.3045845314607782,0.4079076607850687,0.3203722573816776,65.0,0.1846153846153846,
U07,0.3279956794646849,0.963868548715987,0.6842225255637333,88.0,0.1363636363636363,
U07,0.1112201086112431,0.0020612890760032,0.4973965542657034,57.0,0.0701754385964912,
U07,0.0465001463890075,0.0004425876645193,0.4914022286732991,4.0,0.0,
U07,0.1310149046682542,0.0182413637245673,0.8662288970634585,62.0,0.064516129032258,
U07,0.1094680527846018,0.0024421449539988,0.8206394731181942,74.0,0.0135135135135135,
U07,0.1438697131712045,0.0204905442523897,0.8076698780059814,74.0,0.1081081081081081,
U07,0.1341717612575477,0.0206379091732496,0.8531947987420219,71.0,0.0704225352112676,3.0
U07,0.1293953323364257,0.0128506631254498,0.4633130472759867,130.0,0.0692307692307692,3.0
U07,0.1792723973592122,0.0429216119361283,0.5143781537595002,24.0,0.125,
U07,0.4595672534062312,6.204872261960652,0.4777538843244036,108.0,0.25,
U07,2.1795521068573,62.47098834068185,0.5911086797714233,83.0,0.180722891566265,
U07,0.1124744609910614,0.0006801105852771,0.6387845824162165,49.0,0.0204081632653061,
U07,0.1498324473698934,0.0220951230435083,0.4825749629881324,42.0,0.0,
U07,0.1245074727562036,0.0124080190574936,0.580356313941184,90.0,0.0444444444444444,
U07,0.1082378019366348,0.0046669634847581,0.4389774297413073,58.0,0.0517241379310344,3.0
U07,0.6503389620965765,5.592360390463853,0.4157885261944362,141.0,0.1631205673758865,3.0
U07,0.4968663577375741,1.7006979881961253,0.9524039167624252,53.0,0.5660377358490566,
U07,0.1262661987735379,0.0183915604927468,0.4873976744138277,66.0,0.0454545454545454,
U07,0.4570480585098266,0.0583973656689664,0.3046566645304362,4.0,0.0,
U07,0.1782850954267713,0.0537567125603818,0.4524409846654014,64.0,0.078125,
U07,0.0834255516529083,0.0004730551106808,0.5743685790470668,8.0,0.0,
U07,0.0860588073730468,0.0014373478399966,0.316459596157074,5.0,0.0,
U07,0.3937691279820033,0.0176977673693736,0.2088973224163055,9.0,0.0,1.0
U07,0.1040221850077311,0.0002404876096054,9.109159708023071,3.0,0.0,1.0
U07,0.1370127995808919,0.0018554443246077,5.604057431221008,3.0,0.0,3.0
U07,0.0894382794698079,9.26254910432868e-05,23.205353498458862,3.0,0.0,1.0
U07,0.0658197402954101,0.0004765174144552,6.957493702570598,4.0,0.0,1.0
U07,0.1042882336510552,0.0034191201783087,3.321501864327325,19.0,0.0526315789473684,
U07,0.2601708008692814,0.3611134299955751,0.3481914579868316,81.0,0.2962962962962963,
U07,0.1458245221306296,0.0303826863559258,0.4531590118203112,94.0,0.0212765957446808,
U07,0.1219660148285982,0.0090662595845368,0.7685863344292891,58.0,0.0172413793103448,
U07,0.4692844019995795,3.071562647623646,0.390456949510882,125.0,0.192,
U07,0.1817786788940429,0.0533738484923809,1.0288959668607127,50.0,0.12,
U07,0.1523068857192993,0.0436103103363095,0.2911530468198988,55.0,0.0545454545454545,
U07,0.1100134784228181,0.0074072256504724,0.4094467048775659,147.0,0.0952380952380952,
U07,0.0947525486713502,0.002728520823991,0.3538025808052198,170.0,0.0411764705882352,
U07,0.3523837604270076,8.288984388497227,0.3515230649672214,160.0,0.05,
U07,0.1174012422561645,0.0109110473505609,1.0315981418528457,48.0,0.0833333333333333,
U07,0.13394495844841,0.0093143422280865,0.8866114775339763,16.0,0.3125,
U07,0.1268336122686212,0.0540128356709852,1.1082847192883492,33.0,0.0909090909090909,1.0
U07,0.1127297490142112,0.007476125192339,1.0412225325902302,43.0,0.0232558139534883,1.0
U07,0.1026652322875128,0.0033770985613817,0.336925949369158,36.0,0.0277777777777777,
U07,0.1481009500998037,0.0245631278414296,1.2332100042930016,27.0,0.0,
U07,0.5654594479945668,3.514116564684243,0.749736750125885,61.0,0.081967213114754,
U07,0.1385842164357503,0.0135009400099382,2.505119456185235,10.0,0.3,
U07,0.4941823720932007,2.26357947242364,0.9896127026656578,30.0,0.0333333333333333,
U07,0.1172007601311866,0.012989347720912,0.4058867825402154,145.0,0.0689655172413793,1.0
U07,0.1133286356925964,0.0097067196158698,0.4354855264386823,125.0,0.072,1.0
U07,0.1087950009566087,0.0082448239390888,1.3391759395599363,13.0,0.5384615384615384,
U07,0.1007530903548337,0.0029910530764794,0.5537437160363358,90.0,0.0222222222222222,
U07,0.1204890988089821,0.0034736304392073,0.9476300954818726,11.0,0.0909090909090909,1.0
U07,0.0713336467742919,0.0,6.169290542602539,3.0,0.0,1.0
U07,0.1295570646013532,0.0030667660436281,1.2574867010116575,21.0,0.0,
U07,0.4631874084472656,0.4554678184526756,0.1455626577701208,54.0,0.0,
U07,3.230133573214213,2.013189649297401,0.0971229941237206,103.0,0.9902912621359224,
U07,0.096494769056638,0.0022363272521955,0.4293782000846051,48.0,0.0625,1.0
U07,0.1202824978118247,0.0086497749819055,1.2466311402942822,47.0,0.0851063829787234,1.0
U07,0.132569670677185,0.0130067474086888,0.7579747994740804,46.0,0.1521739130434782,
U07,0.0962610683441162,0.0016088630333346,0.4726125001907348,127.0,0.0708661417322834,
U07,0.1321287552515665,0.0155582886133935,1.0306945403416952,31.0,0.032258064516129,
U07,0.1377336196045377,0.0132549351478063,0.3726561176243113,68.0,0.0588235294117647,
U07,0.1137105357157041,0.0054945590910892,0.3926756544178035,148.0,0.0608108108108108,
U07,0.1792689575546089,0.1952539946460939,0.6658502128389147,91.0,0.0879120879120879,
U07,0.2909097280995599,2.435315502666916,0.2002606734837571,147.0,0.2517006802721088,1.0
U07,0.0959956116146511,0.002160698942981,0.3444143159048898,36.0,0.0555555555555555,1.0
U07,0.1567187592534735,0.1622411747222081,0.4308824446594831,104.0,0.0384615384615384,
U07,0.1069587636412235,0.0043758744790896,0.4980787575244904,121.0,0.0495867768595041,
U07,0.1809696268152307,0.0947427492933505,0.6018330972702777,62.0,0.1451612903225806,
U07,0.8518723539403967,19.526991354944,1.057133642832438,46.0,0.2391304347826087,
U07,0.1107048771598122,0.0018410036298473,0.3754846738732379,24.0,0.0,
U07,0.1124282479286193,0.0005943455466557,0.993493012019566,8.0,0.0,1.0
U07,0.2239595284828772,0.0587691976921508,1.2905230522155762,26.0,0.0,1.0
U07,0.1462158069275973,0.0140725174554108,0.4510514423495433,62.0,0.0,
U07,0.1062481859455937,0.0034173784728329,0.2721073853558508,117.0,0.0598290598290598,
U07,0.3292090169845089,3.34495355561215,0.2992717042753968,159.0,0.0062893081761006,
U07,0.1318041359612701,0.0216400105941171,0.4890369803218518,119.0,0.134453781512605,
U07,0.1184603123769272,0.0098917536012085,0.3923890040471003,144.0,0.0902777777777777,
U07,0.1143617742770427,0.0067689528190767,0.3710747455295763,153.0,0.0588235294117647,
U07,0.2854349875854233,1.177374058044905,0.450982054695487,129.0,0.0697674418604651,
U07,0.1100106414995695,0.0036106876126163,0.3669695343290056,99.0,0.0606060606060606,1.0
U07,0.0947972306838402,0.0005012692411571,0.8165807677250282,52.0,0.0384615384615384,1.0
U07,0.5290499851107597,0.6904876479097019,0.6799036748707294,65.0,0.6923076923076923,
U07,0.1503731409708658,0.0273567348937585,1.304664082825184,33.0,0.0,
U07,0.1278304202216012,0.0166046682591676,2.01864669058058,28.0,0.2857142857142857,
U07,0.0915143527090549,0.0012364828589452,0.8572440336620997,64.0,0.09375,
U07,0.6930246574934139,2.929776609593942,0.2351068276077953,202.0,0.806930693069307,
U07,0.1963870308615944,0.038567725583556,5.839805603027344,11.0,0.2727272727272727,
U07,0.2222479055454204,1.2538513726391072,0.3600366130853311,157.0,0.0127388535031847,1.0
U07,0.1203631790060746,0.0086481066542248,0.5076579461663456,119.0,0.042016806722689,1.0
U07,0.1187952548265457,0.0113888692902828,0.4955724239349365,81.0,0.0493827160493827,
U07,0.1316986373952917,0.0183988723772364,0.4487473776465968,77.0,0.0779220779220779,
U07,0.0925060052138108,0.0006273914793171,1.1885220011075337,13.0,0.1538461538461538,
U07,0.2134000062942505,0.0579573547203532,0.5950094409610914,24.0,0.0416666666666666,1.0
U07,0.1052764014921326,0.0034609388710761,0.3594850851288924,142.0,0.0915492957746478,1.0
U07,0.1089001345256018,0.0023079352084673,0.5736354429330399,68.0,0.0147058823529411,
U07,0.1111273500654432,0.0109250827156437,0.5807033975919088,85.0,0.0588235294117647,
U07,0.1560620936480435,0.0311897588801111,2.140235798699515,22.0,0.2272727272727272,
U07,0.1080076301970133,0.0048120511283832,0.3153630551837739,169.0,0.029585798816568,
U07,0.0967172622680664,0.0006689645465905,1.697442807649311,20.0,0.05,
U07,0.5328201651573181,0.0905393484910739,0.1999982992808024,4.0,0.0,1.0
U07,0.1219117836076386,0.0099913226157743,0.5598427127389347,103.0,0.116504854368932,1.0
U07,0.1057538092136383,0.0205140043907581,1.1912029217451046,40.0,0.025,
U07,0.1304086079964271,0.0152453187564142,0.9765823682149252,55.0,0.0,
U07,0.1125619411468505,0.0049121776940785,0.8742702669567533,37.0,0.054054054054054,
U07,0.166727989912033,0.0394034812275596,0.6750853874466636,89.0,0.0561797752808988,
U07,3.6013961547662405,99.02760391306262,0.3749780250045488,160.0,0.16875,1.0
